input_text,target_text
شاہد فریدی نے ٹیبل ٹینس کھلاڑی مہک انور کے علاج کا اعلان کردیا,کیا وزیر اعظم عمران خان یہ کردار ادا کر سکتے ہیں
مطابق خود کو ڈھال سکیں۔',اپنے گناہوں سے توبہ کرو
ہر چارہ گر کو چارہ گری سے گریز تھا,مجھے بزم دہر سے لے چلے
آگے کیا پڑا ہے۔,باقی عوامل کیا تھے۔
کہ گرین ہاؤس ایفیکٹ سے مراد,مشاہد ہ کرنے کی عادی ہیں
نقصانات سے منگل کو واپس پلٹے,کہیں اور نہیں ملتا۔
اے اللہ ہمیں سیدھا راستہ دکھا,کیربئین پریمئیر لیگ گیل کی عمدہ بیٹنگ کے باوجود ٹیم فتح سے ہمکنار نہ ہو پائی
کا تذکرہ آج کل بہت عام ہوچکا ہے,احمد پور سیال شوگر ملزکی گنے کے وزن میں کٹوتی اور کم نرخ پر کسانوں کا دھرنا
اسی طرح ان کا کام قانون سازی اور فتوی بازی نہیں بلکہ تحقیق و اجتہاد ہے,قومی اسمبلی میں تقریر فرماتے ہیں۔
شخصیت یا پرسنیلٹی خدا داد چیز ہے۔,ان کی ایک خاص اہمیت تو ضرور ہے مگر سردست
نہ ہی ملک ترقی کر پائے گا۔,وہ روایت کے تسلسل میں سوچتے ہیں۔
اس نے مدد کی ہر پیشکش ٹھکرادی,کے لئے اپنی اپنی عبادت گاہوں کو جا رہے ہوتے ہیں
وقت آن پہنچا ہے۔,محمد حفیظ بالنگ ٹیسٹ کیلئے انگلینڈ روانہ
نظر میں وہ صرف ایک ماڈل ہیں,یہ کام برسوں محنت اور تسلسل کے ساتھ کیا گیا ہے۔
پھر صرف ایک آواز گونجے گی 'آج اقتدار کس کا ہے‘,سب کو حیران کر دیا ہے۔
اوراگر وہ ناکافی تھا۔,ٹکٹ اب بوجھ بن چکا ہے۔
اس فلم کے پیش کار ہدایت کار فلم ساز اور مدیر آر نیتاراجا مدھالیر تھے,کبھی کبھارکھلتا ہے
ایچ پلانٹ انجینیرنگ اکائی کمپنی نے کہا,بعض نے تو ابلیس کو اتنی اہمیت دی
ہمارا حال عجیب ہے۔,اس لیے میں اس دھرنے کے خاتمے کا اعلان کر تا ہوں۔
اب وقت گزر چکا ہے۔,نہ اخبار میں بیان چھپواتے ہیں۔
وقت ضائع مت کرو اور منزل کی جانب چل پڑو,وہ جس کو چاہتا ملازمت پر رکھتا اور جس کو چاہتا ملازمت سے ہٹا دیتا
معیاری چھانٹی کی ترتیب,ماسک کی حالت دیکھو کیا بدترین کوالٹی کے۔
یہ اظہار کے لیے بھی ایسے ہی لطیف اسالیب چاہتا ہے۔,علامہ اقبال آخری ادیب تھے جنہیں اس کا احساس تھا۔
فطرت کے حسن کوکاغذ پر اتارنے کا فن آتا ہے,جو ہوا سو ہوا۔
سنیل نارائن کا بالنگ ایکشن کلیئر,اس نے مزید کہا کچھ بھی بہت نمایاں نہیں ہے
سامان آپ کو ریلوے کے ذریعے بھیج دیا گیا تھا,یہ بنیادی غلطی تھی۔
چترال کا یہ بے مثال حسن دیکھنے والوں پر سحر طاری کردیتا ہے,مٹھائیاں بانٹی گئیں۔
ان کے پاس کوئی چوائس ہی نہیں ہوتی۔,خواب میں بھی ڈرانے والی بولی وڈ فلمیں
ہم دیتے تو فیل ہو جاتے,مقامی تنظیم دہائی دے رہی ہے کہ اب لوگ نہیں آتے
یہ کوئی نسلی یا لسانی فوج نہیں ہے۔,چار کو بیٹھنے کی جگہ مل گئی
ملک کے طول وعرض میں آپ کے چاہنے والے موجود ہیں,ماہر ارضیات سورو سورونو انڈونیشیا کی اس اداری کی سربراہ ہیں
فضول باتیں مت کرو,اخری ون ڈے میں ائرلینڈ کو شکستسیریز افغانستان کے نام
فیس بک اور میسنج,گورننس کے بہت سے مسائل اس تساہل سے جنم لیتے ہیں۔
تو کیا کر پائیں گے۔,بعد میں آنا
میں اپنا تجزیہ نکات کی صورت میں بیان کر رہا ہوں۔,جو اللہ تعالی کی طرف سے کار دعوت کے تحفظ کے لیے کیا جاتا ہے
ایک بات تو واضح ہے۔,ایسا ہرگز نہ تھا۔
اندھیرا بھی ہے۔,"مبنی کتاب ''ملاقاتیں کیا کیا"" پڑھ رہا ہوں۔"
یہ نیشنل ایکشن پلان کی ناکامی نہیں کامیابی ہے۔,ہزا ر سال میں مکمل ہوگا لیکن تحقیق سی ظاہر ہوتا ہی
خوشونت سنگھ نے علامہ اقبال کے کلام کا انگریزی ترجمہ کیا ہے,اور ماہرہ خان اور عمران اشرف پر دیے بیانات
پاکستان نے ٹی سیریز جیت لیمہمانوں نے امن کی تصدیق کردی,میرا نہیں خیال ٹام واپس آئے گا۔
ہم میں تو صلاحیت نہیں۔,یہی نہیں آج سماج بھی زندہ ہے۔
وہ میری طرف دیکھ کر مسکرا رہی تھی,کیا فطرت نے ہمارے لیے اپنے قوانین کو بدل ڈالا ہے
بغیر جمہوریت ادھوری ہے اگر حکمران اس کا,اداروں سے تو حساب برابر نہیں ہوا۔
لیکن کچھ بھی نہیں۔,شائستہ طنز کو بھی محسوس کیا جاسکتا ہے
چھلے اڑتالیس سالوں میں فوج,بہت سارے سوالات کے جوابات جانتا ہوں
یوں مصنوعی نہیں رہیں بناوٹ کی عمر مختصر ہوتی ہے۔,نا ہی پاکستان کا مطلب کیا
یہ سب کچھ ہو گیا۔,عالمی بینک نے پنجاب میں بپاشی کی بہتری کیلئے قرضے کی منظوری دے دی
ٹیلنٹ خاک ہے۔,اور پھر ممکن ہے کہ پاکستان بھی ہو
سنیل گواسکر پوری بات,اور ان کے پاس جو کچھ تھا۔
ایسے ہی رہے گی۔,یہی حال اے این پی کا ہے۔
وہ آزادی کا ماحول ہے۔,اس کی مسکراہٹ نے اس کے غصےپر پردہ ڈال رکھا تھا
مریم نواز آزمائش کے پہلے مرحلے میں سرخرو ہوئیں۔,پھر جو سال آئے ہم نے ضائع کر ڈالے۔
امریکی گالف کورس پر بڑا زہریلا سانپ نکل ایا,لیکن یہاں معاملہ بالکل برعکس ہے۔
جوابوں والے سوال پوچھنا بھی زیادتی ہے,وہ گھر چورکے ہاتھ سے ممحفوظ ہوتا ہے
ائل ٹینکر اونرز ایسوسی ایشن کا مطالبات کی منظوری تک ہڑتال جاری رکھنے کا اعلان,جبکہ اس میچ میں دیگر بیٹسمین اور خاص طور پر پاکستان کا ٹاپ آرڈر بری طرح ناکام ہوا تھا ۔
سربین ٹینس اسٹار نواک جوکووچ کا ٹورنٹو اوپن ٹینس میں فاتحانہ غاز,تو ہماری جماعت کو اس پر کوئی اعتراض نہیں ہو گا۔
جبکہ کا اعادہ دن میں ایک بار بھی کافی ہے,صدیاں بیت جائیں گی۔
ہالی ووڈ جانے کی,کیا نوازشریف ٹھنڈے پیٹوں یہ سب برداشت کر لیں گے
یعنی فوجی دباؤ کے نتیجے میں نہیں۔,موسیقی پسند کرتا ہوں
میں نے بھی مسکرانا شروع کر دیا ۔,ہر چیز میں ملاوٹ ہے۔
اجالا بھی۔,جو کئی سالوں سے بند پڑا ہے
اس کے ہاتھ میں بھی ایسا ہی تنکا تھا,تجارتی قرضوں سے زیادہ تعلق نہیں رکھتا
تائتا,یا داتا دربار دیگیں چڑھائی جائیں
یہ میری بھول تھی,وہ افواج پاکستان کا سپریم کمانڈر ہے۔
لیکن کاربن ڈائی آکسائیڈ وہ گیس ہے,وہ ایک مذہبی ریاست چاہتے تھے
اپنی ذات اور زندگی کو پرکھنے میں لطف اندوز ہوتا رہتا ہوں,سرفراز نے بلے بازوں کو شکست کا ذمہ دار قرار دے دیا
فارسی ایک ہند یورپی زبان ہے,تو عوام امنڈ آتے ہیں۔
باتچیت بہت کامیاب ہو گی,لازم ہے کہ اس کے انڈے بچے ہوں۔
جب حالات میں بہتری نہ ہو اور زبانیں بھی بند ہوں۔,لوگوں کے بیان پر بھروسہ کرتا ہوں
کچھ کرنا تھا۔,عالمی بینک کی پاکستان میں ارب ڈالر کی سرمایہ کاری کی حکمت عملی مرتب
آسٹریلیشیا,’سٹیٹس کو‘ ہم میں سے اکثر 'سٹیٹس کو‘ کے خلاف ہیں۔
آئین ان میں سے ایک ہے۔,اور انسانیت کی عظمت تو اسی میں ہے
اسکی جان کو خطرے میں ڈال دیا آپ نے رپورٹنگ کر کے,کچھ کھانا ہے تم نے تو بتاؤ
معاشی مسائل تو ہیں۔,اس نے کچھ سنا ہی نہیں ہو۔
احتساب عدالت کا فیصلہ کیا ہوتا ہے,ورنہ دل توڑ دے طلسم مجاز
معذرت کہ یہ سائیٹ صرف جاپانی میں ھے,ماچس ہم خرید کر لائے تھے ۔
یہ آواز لگانے کی ٹیکنالوجی ہمارے پاکستانی سیاستدا نوں کی ایکسپورٹ کردہ ہوگی,ملازم نے کہا
زونگ چھا گیا فور,ہمیشہ تیار رہتا ہوں
مادی اعتبار سے یہ ایک کامیاب تجربہ تھا,ان کے آنے کا وقت بھی ان کو معلوم ہوتا ہے
پی اس ال کا فائنل کھلنے کلئے پشاور زلمی کی ٹم کراچی پہنچ گئی,میں نے یہ نہیں کہا کہ مجھے تم پر یقین نہیں
کامن ویلتھ گیمز ہاکی انگلینڈ کیخلاف مقابلہ گولز سے برابر,ریاست نئی تھی۔
ماسک لازمی قرار دینے کا فیصلہ کیا گیا,اہل مغرب کو یہ دونوں نصیب ہیں۔
یہاں شاید سب چلتا ہے۔,پاکستان کی پہلی کبڈی لیگ کا غاز کل سے ہوگا
ہمیں وہ وقت یاد ہے۔,اور یہ رنگین لمحات آنکھوں اور دل میں محفوظ کر لیا جائیں۔
شاید ہمارے پاکستان میں,نجانے کون ملاقات کرنے والا تھا
س کے حلق میں اٹک گئے۔,بس انتظار میں ہیں۔
جم کورٹر پر غور کرو,اور ایک معمولی سا ہدف
کیچ ڈراپ کرنے پر کامران اکمل کیخلاف سوشل میڈیا پر طنز کا طوفان,میں آپ کا بہت شکر گزار ہوں
ان کی زبان و بیان کی خاص خوبی یہی تشبیہات ہی,فرانسیسی
پھر آڈیو یعنی ص سفر اور بعد آز ویڈیو نے آکر ویب کی دنیا میں چارہ چاند لگا د,وہی سلام ہے کہ سلامتی عطافرمائے ۔
خوشونت سنگھ نے علامہ اقبال کے کلام کا انگریزی ترجمہ کیا ہے۔,میں تمہیں چھوڑوں گانہیں
اب نکلنا ہے تو اس نقل مکانی سے نکل,یہ اپروچ غلط ہے۔
فتوی کس مسئلے میں ایک رائے ہے۔,محسوس کرتا ہوں کہ میری زندگی میں سمت کی کمی ہے
صارفین کی جانب سے یہ بات باور کرائی جا رہی ہے,جو پاکستان کےلئے کچھ کرے
وہ اپنی مثال آپ ہے۔,یوکلپٹس کا درخت پانی بہت پیتا ہے۔
ٹام کار کے حادثے میں بچ گیا تھا۔,اس کے خلاف ملک گیر تحریک چلانے کا اعلان کیا ہے
کہ گرین ہاؤس ایفیکٹ کیا ہے,گنیز بک ورلڈ ریکارڈ کے مطابق
ہمیں اس کے ضائع ہونے کا خطرہ مول نہیں لینا چاہیے۔,غارت میں پڑی ہوئی ہے۔
اسی طرح افغانستان کے ساتھ فطری رشتہ دوستی کا ہے۔,حکومتی ادارے ضروری قانون سازی کے بارے میں بے
عالمی بینک کی پاکستان میں ارب ڈالر کی سرمایہ کاری کی حکمت عملی مرتب,گمان یہی رکھنا چاہیے کہ ہر مسلمان نماز پڑھتا ہے۔
ایس چھوٹ پیغام جن سے پڑھ والے پر پیغام کا مطلب واضح ہو سکہ,ہونا تو پھر یہ چاہیے۔
اور مداخلت کو مختلف مقامات پر بیان کیا گیا ہے,اپنے آپ کو توجہ کا مرکز بناتا ہوں
یہ وہ وقت تھا۔,وہ تو قاہد اعظم کو بھی نہیں جانتا
محکمہ وائلڈ لائف پر فرض ہے کہ وہ ان کی حفاظت کریں,پاکستان کو بہترین فیلڈنگ سائیڈ بنانا ہدف ہے بریڈ برن
اور شاہد کے مداح تشویش کا شکار ہوگئے۔,پورے ملک میں ایک ہی طرز تعلیم ہے۔
فن لینڈ,یہ کسی ایک فرد کی ذمہ داری نہیں۔
''مجھے کیوں نکالا‘‘۔,کیا فطرت نے ہمارے لیے اپنے قوانین کو بدل ڈالا ہے
اس نے غم کی وجہ سے چار دن سے کھانا نہیں کھایا,کھانا کھانے کے بعد ایک گروہ تھک چکا تھا
کمی سربراہ حکومت کی صلاحیت کی ہے۔,اب ان کی صحت پر بات ہوگی جے آئی ٹی کی رپورٹ
گاؤں سے باہر جانے والی سڑک کے ایک طرف پہاڑ تھا,ہمت کی بات ہے اور ڈھٹائی کی بھی۔
کلاسیکی سکالر تھا۔,تم میرا کچھ نہیں بگاڑ سکتے۔
سے پہلے شکار گاہ کی طرف نکل جاتے ہیں,طارق صاحب نے اج پھر
